"alpha","eta","delta","point_compatible","minimum_point_coordinate","minimum_outer_upper","minimum_outer_lower","compatibility_inference","rejected","certified_compatible","canonical_cells"
0.05,0,0.0025,FALSE,-0.00740295806546937,0.572586957142468,-0.651246790433626,"not_rejected",FALSE,FALSE,128
0,0.0025,0.0025,FALSE,-0.000507726381057297,0.527018842000109,-0.591973083857878,"not_rejected",FALSE,FALSE,128
0.0025,0.0025,0.0025,FALSE,-0.000511744266815492,0.528299763649675,-0.593463195606643,"not_rejected",FALSE,FALSE,128
0.005,0.0025,0.0025,FALSE,-0.000515802737278315,0.530924560554159,-0.596461958376802,"not_rejected",FALSE,FALSE,128
0.01,0.0025,0.0025,FALSE,-0.00052404391709568,0.536165369401159,-0.602551282777431,"not_rejected",FALSE,FALSE,128
0.02,0.0025,0.0025,FALSE,-0.00190390180111472,0.545887531240105,-0.615110514353728,"not_rejected",FALSE,FALSE,128
0.05,0.0025,0.0025,FALSE,-0.00745284037918728,0.57696126441655,-0.656452464798531,"not_rejected",FALSE,FALSE,128
0,0.005,0.0025,FALSE,-0.000535726773761518,0.532389011334668,-0.598036445041162,"not_rejected",FALSE,FALSE,128
0.0025,0.005,0.0025,FALSE,-0.000539827814901301,0.533684036226284,-0.5995418041684,"not_rejected",FALSE,FALSE,128
0.005,0.005,0.0025,FALSE,-0.000543970280699061,0.534992142177412,-0.601062368943389,"not_rejected",FALSE,FALSE,128
0.01,0.005,0.0025,FALSE,-0.000552382022472064,0.540274827114682,-0.607198519447027,"not_rejected",FALSE,FALSE,128
0.02,0.005,0.0025,FALSE,-0.00193495605125256,0.550079279326129,-0.619854329860778,"not_rejected",FALSE,FALSE,128
0.05,0.005,0.0025,FALSE,-0.0075037406993076,0.581424843267654,-0.661764377415782,"not_rejected",FALSE,FALSE,128
0,0.01,0.0025,FALSE,-0.000990898787428302,0.543464985587195,-0.6109395486854,"not_rejected",FALSE,FALSE,128
0.0025,0.01,0.0025,FALSE,-0.000996531091405784,0.544789098415541,-0.612477715285603,"not_rejected",FALSE,FALSE,128
0.005,0.01,0.0025,FALSE,-0.00100222028734263,0.546126586120942,-0.614031418922172,"not_rejected",FALSE,FALSE,128
0.01,0.01,0.0025,FALSE,-0.00101377283827563,0.548750583648823,-0.617186388551532,"not_rejected",FALSE,FALSE,128
0.02,0.01,0.0025,FALSE,-0.00199900544216185,0.558724759753556,-0.630047145181858,"not_rejected",FALSE,FALSE,128
0.05,0.01,0.0025,FALSE,-0.00760872260955577,0.590630974648057,-0.672720197188861,"not_rejected",FALSE,FALSE,128
0,0.02,0.0025,FALSE,-0.0020624369366427,0.567061626386057,-0.638530593351917,"not_rejected",FALSE,FALSE,128
0.0025,0.02,0.0025,FALSE,-0.00206660084130179,0.568447709166567,-0.640133923478725,"not_rejected",FALSE,FALSE,128
0.005,0.02,0.0025,FALSE,-0.00207080680560391,0.569847792783244,-0.641753448859339,"not_rejected",FALSE,FALSE,128
0.01,0.02,0.0025,FALSE,-0.0020793474882174,0.572594901753127,-0.645042076928137,"not_rejected",FALSE,FALSE,128
0.02,0.02,0.0025,FALSE,-0.00224047869189914,0.577143391968507,-0.651968388365825,"not_rejected",FALSE,FALSE,128
0.05,0.02,0.0025,FALSE,-0.00783237972269316,0.610244037154131,-0.69606085670542,"not_rejected",FALSE,FALSE,128
0,0.05,0.0025,FALSE,-0.00676903351699217,0.65200953326196,-0.738707413394558,"not_rejected",FALSE,FALSE,128
0.0025,0.05,0.0025,FALSE,-0.00680144139737159,0.653618707870261,-0.740578862430408,"not_rejected",FALSE,FALSE,128
0.005,0.05,0.0025,FALSE,-0.00683417663007808,0.655244136767534,-0.742469214991874,"not_rejected",FALSE,FALSE,128
0.01,0.05,0.0025,FALSE,-0.00690064919445145,0.658430944050429,-0.746307788050359,"not_rejected",FALSE,FALSE,128
0.02,0.05,0.0025,FALSE,-0.00703774885847154,0.663832515020702,-0.754224844983486,"not_rejected",FALSE,FALSE,128
0.05,0.05,0.0025,FALSE,-0.00863754532998776,0.680851062176,-0.780087230965034,"not_rejected",FALSE,FALSE,128
0,0,0.005,FALSE,-0.00147096084650051,0.52837660463257,-0.594479192510387,"not_rejected",FALSE,FALSE,128
0.0025,0,0.005,FALSE,-0.00147609689234957,0.529661040441006,-0.595974298987552,"not_rejected",FALSE,FALSE,128
0.005,0,0.005,FALSE,-0.00148128481744963,0.530958450348518,-0.597484507550345,"not_rejected",FALSE,FALSE,128
0.01,0,0.005,FALSE,-0.00149181948168342,0.536215174021339,-0.60357670775267,"not_rejected",FALSE,FALSE,128
0.02,0,0.005,FALSE,-0.0018864058580935,0.545939050407945,-0.616141870669964,"not_rejected",FALSE,FALSE,128
0.05,0,0.005,FALSE,-0.00743691569790897,0.576993267118115,-0.657188069533126,"not_rejected",FALSE,FALSE,128
0,0.0025,0.005,FALSE,-0.00150381191202102,0.532371904482238,-0.599004530179421,"not_rejected",FALSE,FALSE,128
0.0025,0.0025,0.005,FALSE,-0.00150903392507167,0.533666978759691,-0.600511010278571,"not_rejected",FALSE,FALSE,128
0.005,0.0025,0.005,FALSE,-0.00151430868572889,0.534975134595502,-0.602032707348419,"not_rejected",FALSE,FALSE,128
0.01,0.0025,0.005,FALSE,-0.00152501967930835,0.540273357615041,-0.608171157103863,"not_rejected",FALSE,FALSE,128
0.02,0.0025,0.005,FALSE,-0.00191700794509753,0.550078545139777,-0.620831709724465,"not_rejected",FALSE,FALSE,128
0.05,0.0025,0.005,FALSE,-0.00748701724109479,0.581401210710315,-0.662189514951767,"not_rejected",FALSE,FALSE,128
0,0.005,0.005,FALSE,-0.00153733340745011,0.536448741063531,-0.603622221678436,"not_rejected",FALSE,FALSE,128
0.0025,0.005,0.005,FALSE,-0.00154264314213504,0.537754670921614,-0.605140307514305,"not_rejected",FALSE,FALSE,128
0.005,0.005,0.005,FALSE,-0.00154800651050365,0.539073791990385,-0.606673727550535,"not_rejected",FALSE,FALSE,128
0.01,0.005,0.005,FALSE,-0.00155889743198685,0.544414361282084,-0.612859370727529,"not_rejected",FALSE,FALSE,128
0.02,0.005,0.005,FALSE,-0.0019482345644894,0.554302519355932,-0.625617259780079,"not_rejected",FALSE,FALSE,128
0.05,0.005,0.005,FALSE,-0.00753814126475378,0.585899112335008,-0.667293030685074,"not_rejected",FALSE,FALSE,128
0,0.01,0.005,FALSE,-0.0016064714917726,0.547609434009606,-0.616234794935071,"not_rejected",FALSE,FALSE,128
0.0025,0.01,0.005,FALSE,-0.00161196215232823,0.548944668622077,-0.617784577865585,"not_rejected",FALSE,FALSE,128
0.005,0.01,0.005,FALSE,-0.00161750827410158,0.550293390452855,-0.619350015169134,"not_rejected",FALSE,FALSE,128
0.01,0.01,0.005,FALSE,-0.00162877029688626,0.55295518134536,-0.622528811326341,"not_rejected",FALSE,FALSE,128
0.02,0.01,0.005,FALSE,-0.00201263946698513,0.563014466176752,-0.635487456769781,"not_rejected",FALSE,FALSE,128
0.05,0.01,0.005,FALSE,-0.00764358456355046,0.595176034435939,-0.677878932951063,"not_rejected",FALSE,FALSE,128
0,0.02,0.005,FALSE,-0.00207515842280251,0.571386562459938,-0.643426452450592,"not_rejected",FALSE,FALSE,128
0.0025,0.02,0.005,FALSE,-0.00207912956568016,0.572784228940453,-0.6450418590056,"not_rejected",FALSE,FALSE,128
0.005,0.02,0.005,FALSE,-0.00208314082111214,0.574196013264206,-0.646673582798537,"not_rejected",FALSE,FALSE,128
0.01,0.02,0.005,FALSE,-0.00209128612550973,0.576982514402265,-0.649986981112767,"not_rejected",FALSE,FALSE,128
0.02,0.02,0.005,FALSE,-0.00225306631106803,0.581574700708065,-0.656965845631103,"not_rejected",FALSE,FALSE,128
0.05,0.02,0.005,FALSE,-0.0078682246348999,0.614939911955314,-0.701395318952147,"not_rejected",FALSE,FALSE,128
0,0.05,0.005,FALSE,-0.00680454521153687,0.656984224881133,-0.744358533343495,"not_rejected",FALSE,FALSE,128
0.0025,0.05,0.005,FALSE,-0.00683713306503949,0.658606646086607,-0.746244271920947,"not_rejected",FALSE,FALSE,128
0.005,0.05,0.005,FALSE,-0.00687005008877952,0.660245455385066,-0.748149058362818,"not_rejected",FALSE,FALSE,128
0.01,0.05,0.005,FALSE,-0.00693689180025161,0.663480913407126,-0.752016941035597,"not_rejected",FALSE,FALSE,128
0.02,0.05,0.005,FALSE,-0.00707475283016279,0.668929968093315,-0.759994449048203,"not_rejected",FALSE,FALSE,128
0.05,0.05,0.005,FALSE,-0.00867692889175789,0.686089871025063,-0.78605430855605,"not_rejected",FALSE,FALSE,128
0,0,0.01,FALSE,-0.00351422772523056,0.539334271682283,-0.608876797548781,"not_rejected",FALSE,FALSE,128
0.0025,0,0.01,FALSE,-0.00352183805408206,0.540647684804434,-0.610405419359601,"not_rejected",FALSE,FALSE,128
0.005,0,0.01,FALSE,-0.00352952525494215,0.541974364725798,-0.611949481794773,"not_rejected",FALSE,FALSE,128
0.01,0,0.01,FALSE,-0.00354513497913766,0.544624137453921,-0.61508487388252,"not_rejected",FALSE,FALSE,128
0.02,0,0.01,FALSE,-0.0035773300352909,0.554517879510493,-0.627857480165827,"not_rejected",FALSE,FALSE,128
0.05,0,0.01,FALSE,-0.00750695331481566,0.586081281442886,-0.669581327357963,"not_rejected",FALSE,FALSE,128
0,0.0025,0.01,FALSE,-0.0035582383196337,0.543412595851628,-0.613506888217605,"not_rejected",FALSE,FALSE,128
0.0025,0.0025,0.01,FALSE,-0.00356594384522504,0.5447368599241,-0.615047128039422,"not_rejected",FALSE,FALSE,128
0.005,0.0025,0.01,FALSE,-0.00357372720440821,0.546074500401344,-0.616602925839238,"not_rejected",FALSE,FALSE,128
0.01,0.0025,0.01,FALSE,-0.00358953218887199,0.548746083306175,-0.619762147902129,"not_rejected",FALSE,FALSE,128
0.02,0.0025,0.01,FALSE,-0.00362212996932854,0.558722511307851,-0.632631675176611,"not_rejected",FALSE,FALSE,128
0.05,0.0025,0.01,FALSE,-0.00755750701877902,0.590558599941204,-0.674672130939922,"not_rejected",FALSE,FALSE,128
0,0.005,0.01,FALSE,-0.00360314708943283,0.547574151126468,-0.618231470532731,"not_rejected",FALSE,FALSE,128
0.0025,0.005,0.01,FALSE,-0.00361094975455461,0.548909487597228,-0.619783565467811,"not_rejected",FALSE,FALSE,128
0.005,0.005,0.01,FALSE,-0.00361883123447561,0.550258312315167,-0.621351338129508,"not_rejected",FALSE,FALSE,128
0.01,0.005,0.01,FALSE,-0.0036348354641111,0.552952150502352,-0.624534876493566,"not_rejected",FALSE,FALSE,128
0.02,0.005,0.01,FALSE,-0.0036678441877343,0.5630129519174,-0.637503302738636,"not_rejected",FALSE,FALSE,128
0.05,0.005,0.01,FALSE,-0.00760909243098653,0.595127292286426,-0.679866828472532,"not_rejected",FALSE,FALSE,128
0,0.01,0.01,FALSE,-0.00369577142714352,0.556157358880828,-0.62797592155768,"not_rejected",FALSE,FALSE,128
0.0025,0.01,0.01,FALSE,-0.00370377444254686,0.557515532173056,-0.629552467663864,"not_rejected",FALSE,FALSE,128
0.005,0.01,0.01,FALSE,-0.00371185829648962,0.558887424387428,-0.63114493847819,"not_rejected",FALSE,FALSE,128
0.01,0.01,0.01,FALSE,-0.00372827346929177,0.561627164094468,-0.634378629213405,"not_rejected",FALSE,FALSE,128
0.02,0.01,0.01,FALSE,-0.00376212976319619,0.571861985674595,-0.647551034585312,"not_rejected",FALSE,FALSE,128
0.05,0.01,0.01,FALSE,-0.00771548734366451,0.604550220248447,-0.69058089213354,"not_rejected",FALSE,FALSE,128
0,0.02,0.01,FALSE,-0.00389310153791849,0.580306743112316,-0.655315866891521,"not_rejected",FALSE,FALSE,128
0.0025,0.02,0.01,FALSE,-0.00390153138653034,0.581728300974092,-0.6569610373566,"not_rejected",FALSE,FALSE,128
0.005,0.02,0.01,FALSE,-0.00391004638512818,0.583164218006188,-0.658622825705164,"not_rejected",FALSE,FALSE,128
0.01,0.02,0.01,FALSE,-0.00392733704554623,0.586031965491114,-0.661997273474186,"not_rejected",FALSE,FALSE,128
0.02,0.02,0.01,FALSE,-0.00396299903265846,0.590714274983401,-0.668957071997795,"not_rejected",FALSE,FALSE,128
0.05,0.02,0.01,FALSE,-0.00794215476632631,0.624625153732754,-0.713406506020037,"not_rejected",FALSE,FALSE,128
0,0.05,0.01,FALSE,-0.00687778808153531,0.667073305758861,-0.756013968238179,"not_rejected",FALSE,FALSE,128
0.0025,0.05,0.01,FALSE,-0.00691074712960454,0.668750227588901,-0.757929178995184,"not_rejected",FALSE,FALSE,128
0.005,0.05,0.01,FALSE,-0.00694403909735124,0.670444088023284,-0.759863735315392,"not_rejected",FALSE,FALSE,128
0.01,0.05,0.01,FALSE,-0.00701164217471443,0.673883661762491,-0.76379206906765,"not_rejected",FALSE,FALSE,128
0.02,0.05,0.01,FALSE,-0.007151073521776,0.679443465055578,-0.771894257431683,"not_rejected",FALSE,FALSE,128
0.05,0.05,0.01,FALSE,-0.00875815748790876,0.696894914276256,-0.798361406087523,"not_rejected",FALSE,FALSE,128
0,0,0.02,FALSE,-0.00786727455382934,0.561841624707547,-0.639549956108838,"not_rejected",FALSE,FALSE,128
0.0025,0,0.02,FALSE,-0.00788015618125126,0.563252635917919,-0.641149980152228,"not_rejected",FALSE,FALSE,128
0.005,0,0.02,FALSE,-0.00789316792612188,0.564677899766779,-0.642766166054641,"not_rejected",FALSE,FALSE,128
0.01,0,0.02,FALSE,-0.00791958973458365,0.567572057990485,-0.646048012938113,"not_rejected",FALSE,FALSE,128
0.02,0,0.02,FALSE,-0.00797408471453605,0.572794515424618,-0.652816822135274,"not_rejected",FALSE,FALSE,128
0.05,0,0.02,FALSE,-0.00815210164904722,0.605442703265224,-0.695984354897835,"not_rejected",FALSE,FALSE,128
0,0.0025,0.02,FALSE,-0.00793505979672158,0.566068074167912,-0.644403216211996,"not_rejected",FALSE,FALSE,128
0.0025,0.0025,0.02,FALSE,-0.00794805628381265,0.567489701161879,-0.646015378921236,"not_rejected",FALSE,FALSE,128
0.005,0.0025,0.02,FALSE,-0.0079611840485511,0.568925688024472,-0.647643826102286,"not_rejected",FALSE,FALSE,128
0.01,0.0025,0.02,FALSE,-0.00798784144837713,0.571841620531166,-0.650950570888297,"not_rejected",FALSE,FALSE,128
0.02,0.0025,0.02,FALSE,-0.00804282233551833,0.577137917492009,-0.657770732009444,"not_rejected",FALSE,FALSE,128
0.05,0.0025,0.02,FALSE,-0.00822242656684623,0.610067820476576,-0.701265530219034,"not_rejected",FALSE,FALSE,128
0,0.005,0.02,FALSE,-0.00800422841191775,0.570380777698897,-0.649355522439707,"not_rejected",FALSE,FALSE,128
0.0025,0.005,0.02,FALSE,-0.00801734210275284,0.571813237125104,-0.650980071542673,"not_rejected",FALSE,FALSE,128
0.005,0.005,0.02,FALSE,-0.00803058825511152,0.573260165838445,-0.652621030232537,"not_rejected",FALSE,FALSE,128
0.01,0.005,0.02,FALSE,-0.00805748605428885,0.576198317001249,-0.655953181041546,"not_rejected",FALSE,FALSE,128
0.02,0.005,0.02,FALSE,-0.00811296276509208,0.581569960417919,-0.662825742085128,"not_rejected",FALSE,FALSE,128
0.05,0.005,0.02,FALSE,-0.0082941866870493,0.614787327835098,-0.70665448462842,"not_rejected",FALSE,FALSE,128
0,0.01,0.02,FALSE,-0.00814688868075983,0.579275728731553,-0.659569654034363,"not_rejected",FALSE,FALSE,128
0.0025,0.01,0.02,FALSE,-0.008160244104317,0.580730530049255,-0.661219750074386,"not_rejected",FALSE,FALSE,128
0.005,0.01,0.02,FALSE,-0.00817373443114241,0.582200026329763,-0.662886513751178,"not_rejected",FALSE,FALSE,128
0.01,0.01,0.02,FALSE,-0.00820112805398177,0.585184003470795,-0.666271064482622,"not_rejected",FALSE,FALSE,128
0.02,0.01,0.02,FALSE,-0.00825762740108795,0.590711048952608,-0.673251700366224,"not_rejected",FALSE,FALSE,128
0.05,0.01,0.02,FALSE,-0.00844219193496814,0.624521311762051,-0.71776920309778,"not_rejected",FALSE,FALSE,128
0,0.02,0.02,FALSE,-0.00845081707959732,0.598225841801124,-0.681330195257759,"not_rejected",FALSE,FALSE,128
0.0025,0.02,0.02,FALSE,-0.00846468749895367,0.599728241061578,-0.683034717381081,"not_rejected",FALSE,FALSE,128
0.005,0.02,0.02,FALSE,-0.00847869802355603,0.601245816072137,-0.684756456899587,"not_rejected",FALSE,FALSE,128
0.01,0.02,0.02,FALSE,-0.00850714796637103,0.60432742247113,-0.688252642248391,"not_rejected",FALSE,FALSE,128
0.02,0.02,0.02,FALSE,-0.00856582597342697,0.610185541917814,-0.6954635245303,"not_rejected",FALSE,FALSE,128
0.05,0.02,0.02,FALSE,-0.00875750746314305,0.645258929693385,-0.741448385923808,"not_rejected",FALSE,FALSE,128
0,0.05,0.02,FALSE,-0.00954495931541229,0.687554560438462,-0.783356244220298,"not_rejected",FALSE,FALSE,128
0.0025,0.05,0.02,FALSE,-0.00956068371964568,0.689281348251581,-0.785316218084092,"not_rejected",FALSE,FALSE,128
0.005,0.05,0.02,FALSE,-0.00957656695624505,0.691025578365843,-0.787295989663681,"not_rejected",FALSE,FALSE,128
0.01,0.05,0.02,FALSE,-0.00960881965097237,0.694567433393783,-0.791316138075296,"not_rejected",FALSE,FALSE,128
0.02,0.05,0.02,FALSE,-0.00967534083384745,0.701841784670833,-0.799607694174252,"not_rejected",FALSE,FALSE,128
0.05,0.05,0.02,FALSE,-0.00989264336457272,0.719914354246189,-0.826693444097508,"not_rejected",FALSE,FALSE,128
0,0,0.05,FALSE,-0.023538243136785,0.63475457345398,-0.749973326925045,"not_rejected",FALSE,FALSE,128
0.0025,0,0.05,FALSE,-0.0235701014390604,0.636350371074165,-0.751830399005683,"not_rejected",FALSE,FALSE,128
0.005,0,0.05,FALSE,-0.0236022815423689,0.637962287862231,-0.753706229390166,"not_rejected",FALSE,FALSE,128
0.01,0,0.05,FALSE,-0.0236676268541892,0.641235465829834,-0.757515313538248,"not_rejected",FALSE,FALSE,128
0.02,0,0.05,FALSE,-0.0238024015598186,0.647986395388017,-0.765371549593668,"not_rejected",FALSE,FALSE,128
0.05,0,0.05,FALSE,-0.024242665598208,0.670039431944745,-0.791035254041372,"not_rejected",FALSE,FALSE,128
0,0.0025,0.05,FALSE,-0.023691617114238,0.639592777048609,-0.755629996991803,"not_rejected",FALSE,FALSE,128
0.0025,0.0025,0.05,FALSE,-0.023723661062728,0.641200738684641,-0.757501082095765,"not_rejected",FALSE,FALSE,128
0.005,0.0025,0.05,FALSE,-0.0237560286874655,0.6428249423574,-0.759391067049261,"not_rejected",FALSE,FALSE,128
0.01,0.0025,0.05,FALSE,-0.0238217547825956,0.646123070223514,-0.763228893638504,"not_rejected",FALSE,FALSE,128
0.02,0.0025,0.05,FALSE,-0.0239573148538016,0.652925458947374,-0.771144410978816,"not_rejected",FALSE,FALSE,128
0.05,0.0025,0.05,FALSE,-0.0244001444197409,0.675146595445316,-0.797001767623837,"not_rejected",FALSE,FALSE,128
0,0.005,0.05,FALSE,-0.0238481211728635,0.644529719492108,-0.761402109304822,"not_rejected",FALSE,FALSE,128
0.0025,0.005,0.05,FALSE,-0.0238803545562665,0.646150093389208,-0.763287493412174,"not_rejected",FALSE,FALSE,128
0.005,0.005,0.05,FALSE,-0.0239129135294008,0.64778683469941,-0.76519192180344,"not_rejected",FALSE,FALSE,128
0.01,0.005,0.05,FALSE,-0.0239790281789287,0.651110421645636,-0.769059077414274,"not_rejected",FALSE,FALSE,128
0.02,0.005,0.05,FALSE,-0.0241153896435801,0.657965319722228,-0.777035085861621,"not_rejected",FALSE,FALSE,128
0.05,0.005,0.05,FALSE,-0.0245608370947744,0.680357986772429,-0.803090046789619,"not_rejected",FALSE,FALSE,128
0,0.01,0.05,FALSE,-0.0241709107937786,0.654712163281825,-0.773307090950422,"not_rejected",FALSE,FALSE,128
0.0025,0.01,0.05,FALSE,-0.0242035348866895,0.656358137467378,-0.775221966752269,"not_rejected",FALSE,FALSE,128
0.005,0.01,0.05,FALSE,-0.0242364885158924,0.658020737654805,-0.777156184733933,"not_rejected",FALSE,FALSE,128
0.01,0.01,0.05,FALSE,-0.0243034045588658,0.661396833953763,-0.781083831451801,"not_rejected",FALSE,FALSE,128
0.02,0.01,0.05,FALSE,-0.0244414188974983,0.668360032570365,-0.789184602807405,"not_rejected",FALSE,FALSE,128
0.05,0.01,0.05,FALSE,-0.0248922657370312,0.691106481384599,-0.815647122569043,"not_rejected",FALSE,FALSE,128
0,0.02,0.05,FALSE,-0.0248585930296411,0.676405195703397,-0.798669877934527,"not_rejected",FALSE,FALSE,128
0.0025,0.02,0.05,FALSE,-0.0248920495036776,0.678105709633914,-0.800647583868124,"not_rejected",FALSE,FALSE,128
0.005,0.02,0.05,FALSE,-0.0249258439218963,0.67982340047282,-0.802645266629332,"not_rejected",FALSE,FALSE,128
0.01,0.02,0.05,FALSE,-0.0249944672813403,0.683311364523251,-0.806701785705664,"not_rejected",FALSE,FALSE,128
0.02,0.02,0.05,FALSE,-0.0251360029601936,0.690505290377266,-0.815068356300598,"not_rejected",FALSE,FALSE,128
0.05,0.02,0.05,FALSE,-0.0255983528444478,0.71400544816705,-0.842399153577383,"not_rejected",FALSE,FALSE,128
0,0.05,0.05,FALSE,-0.0273342490787464,0.754500112421054,-0.889975911077305,"not_rejected",FALSE,FALSE,128
0.0025,0.05,0.05,FALSE,-0.0273707021248349,0.756396969433443,-0.8921798054852,"not_rejected",FALSE,FALSE,128
0.005,0.05,0.05,FALSE,-0.0274075233835101,0.758312986617674,-0.894405961452769,"not_rejected",FALSE,FALSE,128
0.01,0.05,0.05,FALSE,-0.0274822930822486,0.762203674573408,-0.898926421019568,"not_rejected",FALSE,FALSE,128
0.02,0.05,0.05,FALSE,-0.0276365055858968,0.77022821848211,-0.908249868876092,"not_rejected",FALSE,FALSE,128
0.05,0.05,0.05,FALSE,-0.0281402664311474,0.79644172858387,-0.938706465207404,"not_rejected",FALSE,FALSE,128
