dialogue_id,source_key,target_key,y_sentiment,y_sentiment_name,t_cluster,audio_cluster,visual_cluster,fused_cluster,c_stratum,source_major,next_same_speaker
13,13_1,13_2,1,neutral,0,2,2,1,major=1|same=0,1,0
13,13_2,13_3,2,positive,0,3,2,1,major=0|same=0,0,0
13,13_3,13_4,1,neutral,0,3,3,1,major=1|same=0,1,0
13,13_4,13_5,0,negative,1,1,3,1,major=0|same=1,0,1
13,13_5,13_6,0,negative,0,2,1,0,major=0|same=1,0,1
13,13_6,13_7,0,negative,0,0,3,1,major=0|same=1,0,1
14,14_0,14_1,2,positive,0,1,0,3,major=1|same=0,1,0
14,14_1,14_2,2,positive,0,1,0,3,major=1|same=1,1,1
14,14_2,14_3,2,positive,0,1,0,3,major=1|same=1,1,1
14,14_3,14_4,1,neutral,0,1,0,3,major=1|same=1,1,1
14,14_4,14_5,1,neutral,0,1,0,3,major=1|same=1,1,1
14,14_5,14_6,2,positive,0,2,3,3,major=1|same=0,1,0
14,14_6,14_7,2,positive,3,2,0,3,major=1|same=0,1,0
14,14_7,14_8,1,neutral,3,2,0,2,major=1|same=0,1,0
14,14_8,14_9,2,positive,0,2,0,1,major=1|same=0,1,0
14,14_9,14_10,1,neutral,0,3,0,1,major=1|same=0,1,0
15,15_0,15_1,2,positive,0,3,3,1,major=1|same=0,1,0
15,15_1,15_2,2,positive,0,1,2,1,major=0|same=0,0,0
15,15_2,15_3,1,neutral,2,3,1,1,major=1|same=1,1,1
15,15_3,15_4,1,neutral,0,2,2,1,major=1|same=0,1,0
15,15_4,15_5,0,negative,0,0,2,2,major=1|same=1,1,1
16,16_0,16_1,1,neutral,0,0,2,0,major=1|same=0,1,0
16,16_1,16_2,1,neutral,1,0,3,2,major=1|same=1,1,1
16,16_2,16_3,1,neutral,1,3,3,2,major=1|same=0,1,0
16,16_3,16_4,0,negative,0,2,3,2,major=0|same=0,0,0
16,16_4,16_5,1,neutral,0,0,0,2,major=1|same=0,1,0
16,16_5,16_6,1,neutral,1,3,3,2,major=0|same=0,0,0
16,16_6,16_7,1,neutral,0,3,0,2,major=1|same=1,1,1
16,16_7,16_8,1,neutral,0,3,0,2,major=1|same=0,1,0
16,16_8,16_9,0,negative,0,3,3,2,major=0|same=0,0,0
17,17_0,17_1,1,neutral,0,1,1,0,major=1|same=0,1,0
17,17_1,17_2,1,neutral,0,0,0,0,major=1|same=0,1,0
17,17_2,17_3,0,negative,0,3,0,1,major=1|same=0,1,0
17,17_3,17_4,0,negative,1,3,3,3,major=1|same=0,1,0
17,17_4,17_5,2,positive,0,1,3,3,major=1|same=0,1,0
17,17_5,17_6,0,negative,0,3,3,3,major=0|same=0,0,0
17,17_6,17_7,0,negative,0,2,2,3,major=1|same=0,1,0
17,17_7,17_8,0,negative,0,0,2,2,major=0|same=0,0,0
17,17_8,17_9,0,negative,0,3,3,1,major=1|same=1,1,1
17,17_9,17_10,0,negative,0,3,3,1,major=1|same=1,1,1
17,17_10,17_11,0,negative,0,0,3,1,major=1|same=0,1,0
17,17_11,17_12,0,negative,1,0,3,1,major=1|same=0,1,0
17,17_12,17_13,0,negative,0,3,3,1,major=1|same=0,1,0
17,17_13,17_14,0,negative,0,3,0,2,major=1|same=0,1,0
17,17_14,17_15,1,neutral,0,3,3,1,major=1|same=1,1,1
17,17_15,17_16,0,negative,0,3,3,1,major=1|same=0,1,0
17,17_16,17_17,0,negative,0,0,2,1,major=1|same=1,1,1
17,17_17,17_18,1,neutral,0,3,1,1,major=1|same=1,1,1
17,17_18,17_19,1,neutral,0,0,2,1,major=1|same=1,1,1
17,17_19,17_20,1,neutral,0,3,3,3,major=1|same=0,1,0
17,17_20,17_21,1,neutral,0,1,2,1,major=1|same=0,1,0
17,17_21,17_22,1,neutral,0,1,3,3,major=1|same=0,1,0
17,17_22,17_23,1,neutral,0,3,1,0,major=1|same=1,1,1
17,17_23,17_24,0,negative,0,0,0,3,major=1|same=0,1,0
17,17_24,17_25,1,neutral,1,3,3,1,major=1|same=0,1,0
17,17_25,17_26,0,negative,0,0,3,3,major=1|same=0,1,0
17,17_26,17_27,0,negative,0,3,3,3,major=1|same=1,1,1
17,17_27,17_28,0,negative,0,0,3,1,major=1|same=0,1,0
17,17_28,17_29,0,negative,0,1,3,1,major=1|same=0,1,0
17,17_29,17_30,0,negative,1,3,3,1,major=1|same=0,1,0
17,17_30,17_31,0,negative,0,1,3,1,major=1|same=1,1,1
17,17_31,17_32,1,neutral,0,0,3,1,major=1|same=0,1,0
18,18_0,18_1,1,neutral,0,0,1,1,major=1|same=0,1,0
18,18_1,18_2,1,neutral,0,0,1,1,major=1|same=0,1,0
20,20_0,20_1,1,neutral,1,0,3,3,major=1|same=0,1,0
20,20_1,20_2,1,neutral,1,2,3,3,major=1|same=0,1,0
20,20_2,20_3,1,neutral,0,0,3,2,major=1|same=0,1,0
20,20_3,20_4,1,neutral,0,3,3,2,major=1|same=0,1,0
20,20_4,20_5,1,neutral,0,3,3,2,major=1|same=0,1,0
20,20_5,20_6,2,positive,0,3,2,2,major=1|same=0,1,0
20,20_6,20_7,1,neutral,0,2,3,3,major=1|same=0,1,0
21,21_0,21_1,1,neutral,0,2,0,2,major=1|same=0,1,0
21,21_1,21_2,1,neutral,1,1,3,3,major=0|same=0,0,0
21,21_2,21_3,1,neutral,0,2,3,3,major=1|same=1,1,1
21,21_3,21_4,0,negative,0,3,3,3,major=1|same=1,1,1
21,21_4,21_5,2,positive,0,0,3,2,major=1|same=0,1,0
21,21_5,21_6,2,positive,0,1,2,3,major=0|same=0,0,0
22,22_0,22_1,1,neutral,3,2,1,0,major=1|same=0,1,0
22,22_1,22_2,1,neutral,0,2,1,2,major=1|same=0,1,0
22,22_2,22_3,2,positive,0,2,1,1,major=1|same=0,1,0
22,22_3,22_4,0,negative,1,2,3,3,major=1|same=0,1,0
22,22_4,22_5,1,neutral,0,2,3,1,major=1|same=0,1,0
22,22_5,22_6,0,negative,0,2,3,1,major=1|same=0,1,0
22,22_6,22_7,0,negative,0,2,3,1,major=1|same=0,1,0
22,22_7,22_8,0,negative,0,3,1,1,major=1|same=0,1,0
22,22_8,22_9,2,positive,0,1,3,1,major=1|same=0,1,0
22,22_9,22_10,0,negative,0,1,3,1,major=1|same=1,1,1
22,22_10,22_11,1,neutral,0,2,3,1,major=1|same=0,1,0
22,22_11,22_12,2,positive,0,3,3,1,major=1|same=0,1,0
22,22_12,22_13,2,positive,0,1,3,3,major=1|same=1,1,1
22,22_13,22_14,1,neutral,0,0,3,1,major=1|same=1,1,1
22,22_14,22_15,2,positive,1,3,2,2,major=1|same=1,1,1
22,22_15,22_16,1,neutral,1,2,2,1,major=1|same=1,1,1
22,22_16,22_17,2,positive,1,2,2,1,major=1|same=0,1,0
22,22_17,22_18,2,positive,0,1,3,1,major=1|same=0,1,0
22,22_18,22_19,0,negative,0,0,3,1,major=1|same=0,1,0
22,22_19,22_20,1,neutral,0,2,3,3,major=1|same=0,1,0
22,22_20,22_21,1,neutral,0,2,2,1,major=1|same=0,1,0
23,23_0,23_1,1,neutral,0,0,3,2,major=1|same=0,1,0
23,23_1,23_2,1,neutral,0,0,2,1,major=0|same=0,0,0
24,24_0,24_1,2,positive,0,3,1,2,major=1|same=0,1,0
24,24_1,24_2,1,neutral,0,1,1,2,major=1|same=0,1,0
24,24_2,24_3,2,positive,0,2,1,1,major=1|same=0,1,0
25,25_0,25_1,1,neutral,0,0,3,1,major=1|same=0,1,0
25,25_1,25_2,0,negative,0,1,3,3,major=1|same=0,1,0
25,25_2,25_3,1,neutral,0,3,3,3,major=1|same=0,1,0
25,25_3,25_4,0,negative,0,3,3,3,major=1|same=1,1,1
25,25_4,25_5,0,negative,0,3,3,3,major=1|same=0,1,0
25,25_5,25_6,2,positive,0,1,3,1,major=1|same=0,1,0
25,25_6,25_7,1,neutral,0,3,3,3,major=1|same=0,1,0
25,25_7,25_8,0,negative,0,2,3,1,major=1|same=0,1,0
25,25_8,25_9,1,neutral,0,0,1,1,major=1|same=0,1,0
25,25_9,25_10,0,negative,0,1,3,1,major=1|same=1,1,1
25,25_10,25_11,1,neutral,0,1,3,1,major=1|same=0,1,0
25,25_11,25_12,1,neutral,1,1,3,1,major=1|same=0,1,0
25,25_12,25_13,1,neutral,1,3,3,1,major=1|same=0,1,0
25,25_13,25_14,1,neutral,0,0,3,2,major=1|same=0,1,0
25,25_14,25_15,1,neutral,1,0,3,1,major=1|same=0,1,0
25,25_15,25_16,0,negative,0,1,0,3,major=1|same=0,1,0
27,27_0,27_1,1,neutral,0,2,1,2,major=0|same=0,0,0
28,28_0,28_1,2,positive,0,0,3,2,major=0|same=0,0,0
28,28_1,28_2,1,neutral,1,2,3,2,major=1|same=0,1,0
28,28_2,28_3,0,negative,0,3,3,2,major=0|same=0,0,0
28,28_3,28_4,1,neutral,0,3,3,2,major=1|same=0,1,0
28,28_4,28_5,1,neutral,0,0,3,3,major=0|same=0,0,0
28,28_5,28_6,1,neutral,1,3,3,3,major=1|same=1,1,1
28,28_6,28_7,2,positive,1,0,3,3,major=1|same=1,1,1
28,28_7,28_8,1,neutral,0,0,3,3,major=1|same=1,1,1
28,28_8,28_9,0,negative,0,3,3,3,major=1|same=0,1,0
28,28_9,28_10,1,neutral,0,3,3,1,major=0|same=1,0,1
28,28_10,28_11,1,neutral,0,3,3,3,major=0|same=1,0,1
28,28_11,28_12,1,neutral,0,1,3,3,major=0|same=0,0,0
28,28_12,28_13,1,neutral,0,0,3,3,major=1|same=0,1,0
28,28_13,28_14,2,positive,0,3,2,1,major=0|same=0,0,0
28,28_14,28_15,0,negative,0,3,1,3,major=1|same=1,1,1
28,28_15,28_16,1,neutral,0,3,3,3,major=1|same=0,1,0
29,29_0,29_1,0,negative,0,1,3,1,major=1|same=1,1,1
29,29_1,29_2,1,neutral,0,3,3,1,major=1|same=0,1,0
29,29_2,29_3,2,positive,1,2,3,1,major=1|same=1,1,1
29,29_3,29_4,2,positive,0,2,1,1,major=1|same=0,1,0
29,29_4,29_5,2,positive,0,2,3,1,major=1|same=0,1,0
29,29_5,29_6,0,negative,0,0,3,1,major=1|same=0,1,0
29,29_6,29_7,2,positive,0,0,3,1,major=1|same=0,1,0
29,29_7,29_8,1,neutral,0,0,3,1,major=1|same=0,1,0
29,29_8,29_9,1,neutral,0,0,2,1,major=1|same=0,1,0
29,29_9,29_10,0,negative,1,2,2,1,major=1|same=0,1,0
29,29_10,29_11,2,positive,0,0,1,1,major=1|same=0,1,0
29,29_11,29_12,2,positive,0,0,1,2,major=1|same=1,1,1
30,30_0,30_1,2,positive,0,1,3,3,major=1|same=0,1,0
30,30_1,30_2,2,positive,0,3,3,0,major=0|same=0,0,0
30,30_2,30_3,2,positive,0,3,3,1,major=1|same=0,1,0
30,30_3,30_4,2,positive,0,0,2,2,major=0|same=0,0,0
30,30_4,30_5,0,negative,0,3,2,1,major=1|same=0,1,0
32,32_0,32_1,2,positive,0,1,1,3,major=1|same=0,1,0
32,32_1,32_2,1,neutral,1,3,3,3,major=0|same=0,0,0
32,32_2,32_3,1,neutral,0,1,1,2,major=1|same=0,1,0
32,32_3,32_4,1,neutral,0,0,1,0,major=0|same=0,0,0
32,32_4,32_5,0,negative,0,2,3,3,major=1|same=0,1,0
32,32_5,32_6,1,neutral,0,3,3,2,major=0|same=0,0,0
32,32_6,32_7,1,neutral,0,2,1,2,major=1|same=0,1,0
32,32_7,32_8,2,positive,0,2,2,2,major=0|same=0,0,0
32,32_8,32_9,0,negative,1,3,1,3,major=1|same=0,1,0
32,32_9,32_10,0,negative,0,2,2,3,major=0|same=1,0,1
32,32_10,32_11,0,negative,0,2,3,2,major=0|same=1,0,1
32,32_11,32_12,2,positive,0,0,3,2,major=0|same=0,0,0
33,33_0,33_1,0,negative,0,1,1,2,major=1|same=1,1,1
33,33_1,33_2,1,neutral,0,3,3,2,major=1|same=0,1,0
33,33_2,33_3,1,neutral,0,1,3,2,major=1|same=0,1,0
33,33_3,33_4,2,positive,0,1,1,2,major=1|same=0,1,0
33,33_4,33_5,0,negative,1,2,3,2,major=1|same=0,1,0
33,33_5,33_6,0,negative,0,1,1,2,major=1|same=1,1,1
33,33_6,33_7,1,neutral,1,1,3,3,major=1|same=0,1,0
33,33_7,33_8,1,neutral,1,1,3,3,major=1|same=0,1,0
33,33_8,33_9,0,negative,0,1,3,2,major=1|same=0,1,0
33,33_9,33_10,0,negative,0,1,3,3,major=1|same=0,1,0
34,34_0,34_1,0,negative,0,2,1,3,major=1|same=0,1,0
34,34_1,34_2,2,positive,0,1,3,3,major=1|same=0,1,0
34,34_2,34_3,2,positive,0,2,1,1,major=1|same=0,1,0
34,34_3,34_4,0,negative,1,3,1,3,major=1|same=0,1,0
34,34_4,34_5,0,negative,0,0,1,1,major=1|same=0,1,0
34,34_5,34_6,0,negative,0,0,3,3,major=1|same=0,1,0
34,34_6,34_7,0,negative,1,0,1,1,major=1|same=1,1,1
34,34_7,34_8,1,neutral,1,3,1,1,major=1|same=1,1,1
34,34_8,34_9,1,neutral,0,3,2,1,major=1|same=1,1,1
34,34_9,34_10,1,neutral,0,1,2,1,major=1|same=1,1,1
34,34_10,34_11,1,neutral,1,0,2,1,major=1|same=1,1,1
34,34_11,34_12,0,negative,0,2,2,1,major=1|same=0,1,0
34,34_12,34_13,2,positive,1,1,2,1,major=1|same=0,1,0
34,34_13,34_14,0,negative,0,2,2,1,major=1|same=0,1,0
34,34_14,34_15,0,negative,0,2,2,1,major=1|same=1,1,1
34,34_15,34_16,1,neutral,0,3,3,3,major=1|same=1,1,1
34,34_16,34_17,0,negative,0,3,3,3,major=1|same=0,1,0
34,34_17,34_18,0,negative,1,3,2,1,major=1|same=0,1,0
35,35_0,35_1,2,positive,0,1,1,2,major=0|same=0,0,0
35,35_1,35_2,1,neutral,0,1,0,2,major=1|same=0,1,0
35,35_2,35_3,1,neutral,0,3,3,2,major=0|same=0,0,0
35,35_3,35_4,1,neutral,0,3,1,1,major=1|same=0,1,0
36,36_0,36_1,0,negative,0,0,3,2,major=1|same=0,1,0
37,37_0,37_1,1,neutral,0,2,2,1,major=0|same=0,0,0
37,37_1,37_2,0,negative,0,1,2,0,major=1|same=0,1,0
37,37_2,37_3,0,negative,0,0,2,1,major=0|same=0,0,0
37,37_3,37_4,0,negative,0,2,2,1,major=1|same=0,1,0
37,37_4,37_5,1,neutral,0,0,1,0,major=0|same=1,0,1
37,37_5,37_6,0,negative,0,3,2,3,major=0|same=0,0,0
37,37_6,37_7,0,negative,0,0,2,1,major=1|same=0,1,0
38,38_0,38_1,2,positive,0,3,3,2,major=0|same=0,0,0
38,38_1,38_2,1,neutral,0,2,3,1,major=1|same=0,1,0
38,38_2,38_3,2,positive,1,3,2,1,major=0|same=0,0,0
38,38_3,38_4,2,positive,0,3,3,1,major=1|same=0,1,0
39,39_0,39_1,1,neutral,0,2,3,2,major=1|same=0,1,0
39,39_1,39_2,1,neutral,0,1,3,2,major=0|same=0,0,0
39,39_2,39_3,1,neutral,0,3,3,2,major=1|same=0,1,0
39,39_3,39_4,1,neutral,0,1,1,3,major=0|same=0,0,0
39,39_4,39_5,1,neutral,0,3,3,1,major=1|same=0,1,0
39,39_5,39_6,2,positive,0,1,3,2,major=0|same=0,0,0
39,39_6,39_7,1,neutral,0,3,0,3,major=0|same=0,0,0
39,39_7,39_8,1,neutral,1,2,1,2,major=0|same=0,0,0
39,39_8,39_9,2,positive,1,1,0,3,major=0|same=0,0,0
39,39_9,39_10,1,neutral,0,2,3,2,major=1|same=0,1,0
39,39_10,39_11,1,neutral,0,2,1,2,major=1|same=0,1,0
40,40_0,40_1,1,neutral,0,1,2,3,major=1|same=0,1,0
41,41_0,41_1,0,negative,0,0,3,1,major=1|same=0,1,0
41,41_1,41_2,0,negative,0,3,2,1,major=1|same=0,1,0
41,41_2,41_3,0,negative,1,3,3,3,major=1|same=0,1,0
41,41_3,41_4,0,negative,0,2,3,3,major=1|same=0,1,0
41,41_4,41_5,0,negative,1,1,3,3,major=1|same=0,1,0
41,41_5,41_6,0,negative,0,2,3,3,major=1|same=0,1,0
41,41_6,41_7,1,neutral,0,2,3,3,major=1|same=0,1,0
41,41_7,41_8,0,negative,0,3,3,1,major=1|same=0,1,0
41,41_8,41_9,0,negative,0,2,3,1,major=1|same=1,1,1
41,41_9,41_10,0,negative,0,2,3,1,major=1|same=1,1,1
41,41_10,41_11,0,negative,0,3,3,3,major=1|same=1,1,1
41,41_11,41_12,1,neutral,0,0,1,1,major=1|same=1,1,1
42,42_0,42_1,0,negative,0,0,1,1,major=1|same=1,1,1
42,42_1,42_2,1,neutral,1,2,0,2,major=1|same=1,1,1
42,42_2,42_3,2,positive,0,2,0,1,major=1|same=0,1,0
42,42_3,42_4,1,neutral,0,0,0,3,major=1|same=0,1,0
42,42_4,42_5,2,positive,0,3,0,1,major=1|same=0,1,0
42,42_5,42_6,2,positive,0,0,0,1,major=1|same=0,1,0
42,42_6,42_7,2,positive,0,0,0,1,major=1|same=0,1,0
42,42_7,42_8,1,neutral,0,3,0,3,major=1|same=0,1,0
43,43_0,43_1,1,neutral,0,0,2,2,major=1|same=0,1,0
43,43_1,43_2,1,neutral,0,2,2,2,major=1|same=0,1,0
43,43_2,43_3,1,neutral,0,2,2,2,major=1|same=0,1,0
43,43_3,43_4,1,neutral,0,0,2,1,major=1|same=0,1,0
43,43_4,43_5,1,neutral,1,0,1,1,major=1|same=0,1,0
43,43_5,43_6,1,neutral,0,3,2,1,major=1|same=0,1,0
44,44_0,44_1,1,neutral,1,2,0,3,major=1|same=0,1,0
44,44_1,44_2,2,positive,0,2,0,3,major=1|same=0,1,0
44,44_2,44_3,1,neutral,1,1,0,3,major=1|same=0,1,0
45,45_0,45_1,1,neutral,0,1,2,3,major=1|same=0,1,0
45,45_1,45_2,1,neutral,0,0,3,3,major=1|same=0,1,0
45,45_2,45_3,2,positive,0,0,3,1,major=1|same=0,1,0
45,45_3,45_4,2,positive,0,2,3,3,major=1|same=1,1,1
45,45_4,45_5,2,positive,0,3,1,0,major=1|same=1,1,1
45,45_5,45_6,0,negative,0,3,1,0,major=1|same=1,1,1
45,45_6,45_7,1,neutral,0,3,3,3,major=1|same=0,1,0
45,45_7,45_8,1,neutral,0,0,2,3,major=1|same=1,1,1
46,46_0,46_1,2,positive,0,1,1,3,major=0|same=1,0,1
46,46_1,46_2,2,positive,0,3,3,3,major=0|same=1,0,1
46,46_2,46_3,2,positive,0,1,3,3,major=0|same=1,0,1
46,46_3,46_4,2,positive,0,3,3,3,major=0|same=1,0,1
46,46_4,46_5,2,positive,0,3,3,3,major=0|same=1,0,1
46,46_5,46_6,1,neutral,0,1,3,3,major=0|same=1,0,1
46,46_6,46_7,2,positive,0,1,3,3,major=0|same=0,0,0
46,46_7,46_8,2,positive,0,1,3,3,major=1|same=0,1,0
47,47_0,47_1,0,negative,1,1,1,2,major=1|same=1,1,1
47,47_1,47_2,0,negative,0,2,2,1,major=1|same=1,1,1
47,47_2,47_3,1,neutral,0,2,2,1,major=1|same=1,1,1
47,47_3,47_4,1,neutral,0,3,2,1,major=1|same=1,1,1
47,47_4,47_5,1,neutral,0,1,2,1,major=1|same=0,1,0
47,47_5,47_6,0,negative,0,3,2,2,major=1|same=0,1,0
47,47_6,47_7,1,neutral,0,3,2,1,major=1|same=0,1,0
47,47_7,47_8,1,neutral,0,3,3,1,major=1|same=0,1,0
47,47_8,47_9,1,neutral,0,1,3,2,major=1|same=0,1,0
47,47_9,47_10,1,neutral,3,1,3,2,major=1|same=0,1,0
47,47_10,47_11,1,neutral,0,3,2,0,major=1|same=0,1,0
47,47_11,47_12,1,neutral,1,0,3,2,major=1|same=0,1,0
47,47_12,47_13,1,neutral,1,1,3,1,major=1|same=0,1,0
48,48_0,48_1,1,neutral,0,0,1,2,major=1|same=0,1,0
48,48_1,48_2,1,neutral,0,3,1,2,major=1|same=0,1,0
48,48_2,48_3,2,positive,0,3,1,2,major=1|same=0,1,0
48,48_3,48_4,2,positive,1,0,3,3,major=1|same=0,1,0
48,48_4,48_5,2,positive,0,0,3,3,major=1|same=0,1,0
48,48_5,48_6,2,positive,0,3,2,0,major=1|same=0,1,0
49,49_0,49_1,2,positive,0,2,3,3,major=1|same=0,1,0
49,49_1,49_2,1,neutral,0,2,3,3,major=1|same=0,1,0
49,49_2,49_3,1,neutral,1,2,2,1,major=1|same=0,1,0
49,49_3,49_4,1,neutral,0,0,2,2,major=1|same=0,1,0
